Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
Acute Bacterial Sinusitis,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,1.00,1.00,1.00,"
					Erythromycin is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 1 Bottle, 100ml of 200mg/5ml each of the generic (erythromycin ethylsuccinate) is $332.63. You can buy erythromycin ethylsuccinate at the discounted price of $153.17 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Acute Bacterial Sinusitis,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,3.00,3.00,3.00,"
					Erythromycin is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 1 Bottle, 100ml of 200mg/5ml each of the generic (erythromycin ethylsuccinate) is $332.63. You can buy erythromycin ethylsuccinate at the discounted price of $153.17 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Acute Bacterial Sinusitis,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,5.00,4.00,5.00,"
					Erythromycin is used to treat a wide variety of bacterial infections. This is a generic drug. The average cash price for 1 Bottle, 100ml of 200mg/5ml each of the generic (erythromycin ethylsuccinate) is $332.63. You can buy erythromycin ethylsuccinate at the discounted price of $153.17 by using the WebMDRx coupon, a savings of 54%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Capecitabine,Off Label,RX,156 Reviews,3.75,3.78,3.62,"
					Capecitabine is used to treat breast, colon, or rectal cancer. This is a generic drug. The average cash price for 112 Tablet(s), 500mg each of the generic (capecitabine) is $5829.19. You can buy capecitabine at the discounted price of $2199.22 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Cisplatin,Off Label,RX,33 Reviews,4.27,3.45,3.45,"
					Cisplatin is used to treat various types of cancer. This is a generic drug. The average cash price for 3 Vial(s), 200ml of 200mg/200ml  each, is $362.89. You can buy cisplatin at the discounted price of $235.93 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Oxaliplatin,Off Label,RX,29 Reviews,4.00,2.80,2.80,"
					 This is a generic drug. The average cash price for 10 Vial(s), 20ml of 100mg/20ml  each, is $2049.59. You can buy oxaliplatin at the discounted price of $844.33 by using the WebMDRx coupon, a savings of 59%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Paclitaxel-Protein Bound,On Label,RX,27 Reviews,4.18,4.00,3.77,"
					This medication is used to treat certain cancers (including breast, lung, and pancreatic cancer). This is a brand name drug and a generic may be available. The average cash price for 6 Suspension Reconstituted(s), 100mg  each, is $10362.19. You can buy Abraxane at the discounted price of $8689.95 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Gemcitabine,On Label,RX,26 Reviews,3.44,3.11,2.67,"
					Gemcitabine is used to treat certain types of cancer (including breast, lung, ovarian, pancreatic). This is a generic drug. The average cash price for 1 Solution Reconstituted, 1gm  each, is $170.99. You can buy gemcitabine hcl at the discounted price of $51.95 by using the WebMDRx coupon, a savings of 70%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Gemcitabine,On Label,RX,17 Reviews,3.25,4.00,3.00,"
					Gemcitabine is used to treat certain types of cancer (including breast, lung, ovarian, pancreatic). This is a generic drug. The average cash price for 1 Solution Reconstituted, 1gm  each, is $170.99. You can buy gemcitabine hcl at the discounted price of $51.95 by using the WebMDRx coupon, a savings of 70%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Capecitabine,Off Label,RX,10 Reviews,3.75,4.50,3.75,"
					Capecitabine is used to treat breast, colon, or rectal cancer. This is a generic drug. The average cash price for 112 Tablet(s), 500mg each of the generic (capecitabine) is $5829.19. You can buy capecitabine at the discounted price of $2199.22 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Fluorouracil,On Label,RX,5 Reviews,3.00,1.00,3.00,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Vial, 50ml of 2.5gm/50ml each of the generic (fluorouracil) is $25.99. You can buy fluorouracil at the discounted price of $15.30 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Mitomycin,On Label,RX,4 Reviews,2.50,2.00,2.00,"
					Mitomycin is used to treat various types of cancer (such as stomach/pancreas cancer). This is a generic drug. The average cash price for 1 Solution Reconstituted, 40mg  each, is $1516.09. You can buy mitomycin at the discounted price of $574.76 by using the WebMDRx coupon, a savings of 62%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Doxorubicin,Off Label,RX,4 Reviews,2.00,2.00,3.00,"
					Doxorubicin is an anthracycline type of chemotherapy that is used to treat several different types of cancer. This is a generic drug. The average cash price for 1 Vial, 5ml of 2mg/ml  each, is $23.29. You can buy doxorubicin hcl at the discounted price of $7.41 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Doxorubicin,Off Label,RX,4 Reviews,2.00,2.00,3.00,"
					Doxorubicin is an anthracycline type of chemotherapy that is used to treat several different types of cancer. This is a generic drug. The average cash price for 1 Vial, 5ml of 2mg/ml  each, is $23.29. You can buy doxorubicin hcl at the discounted price of $7.41 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Oxaliplatin,Off Label,RX,3 Reviews,5.00,5.00,3.00,"
					 This is a generic drug. The average cash price for 10 Vial(s), 20ml of 100mg/20ml  each, is $2049.59. You can buy oxaliplatin at the discounted price of $844.33 by using the WebMDRx coupon, a savings of 59%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Doxorubicin,Off Label,RX,2 Reviews,1.00,3.00,1.00,"
					Doxorubicin is an anthracycline type of chemotherapy that is used to treat several different types of cancer. This is a generic drug. The average cash price for 1 Vial, 5ml of 2mg/ml  each, is $23.29. You can buy doxorubicin hcl at the discounted price of $7.41 by using the WebMDRx coupon, a savings of 68%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Cisplatin,Off Label,RX,1 Reviews,3.00,3.00,3.00,"
					Cisplatin is used to treat various types of cancer. This is a generic drug. The average cash price for 3 Vial(s), 200ml of 200mg/200ml  each, is $362.89. You can buy cisplatin at the discounted price of $235.93 by using the WebMDRx coupon, a savings of 35%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
adenocarcinoma of pancreas,Paclitaxel-Protein Bound,On Label,RX,1 Reviews,3.00,2.00,3.00,"
					This medication is used to treat certain cancers (including breast, lung, and pancreatic cancer). This is a brand name drug and a generic may be available. The average cash price for 6 Suspension Reconstituted(s), 100mg  each, is $10362.19. You can buy Abraxane at the discounted price of $8689.95 by using the WebMDRx coupon, a savings of 16%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Atopic Dermatitis,Prednisone,On Label,RX,2575 Reviews,3.54,3.64,2.74,"
					 This is a generic drug. The average cash price for 10 Tablet(s), 20mg each of the generic (prednisone) is $11.99. You can buy prednisone at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Atopic Dermatitis,Prednisone,On Label,RX,2575 Reviews,3.54,3.64,2.74,"
					 This is a generic drug. The average cash price for 10 Tablet(s), 20mg each of the generic (prednisone) is $11.99. You can buy prednisone at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Atopic Dermatitis,Prednisone,On Label,RX,2575 Reviews,3.54,3.64,2.74,"
					 This is a generic drug. The average cash price for 10 Tablet(s), 20mg each of the generic (prednisone) is $11.99. You can buy prednisone at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Atopic Dermatitis,Methylprednisolone,On Label,RX,586 Reviews,3.30,3.92,2.82,"
					Methylprednisolone is used to treat conditions such as arthritis, blood disorders, severe allergic reactions, certain cancers, eye conditions, skin/kidney/intestinal/lung diseases, and immune system disorders. This is a generic drug. The average cash price for 1 Disp Pack, 21 tablets therapy pack each of the generic (methylprednisolone) is $33.76. You can buy methylprednisolone at the discounted price of $11.51 by using the WebMDRx coupon, a savings of 66%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Atopic Dermatitis,Cetirizine,Off Label,OTC,364 Reviews,3.59,4.18,2.81,"
					Cetirizine is an antihistamine used to relieve allergy symptoms such as watery eyes, runny nose, itching eyes/nose, sneezing, hives, and itching. This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 30 tablets  each, is $15.49. You can buy Wal-Zyr at the discounted price of $3.49 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
